x,y,ux,uy,velocity_magnitude
10,33,0.396708,0.000000,0.396708
10,34,0.395904,-0.000000,0.395904
10,35,0.394687,0.000000,0.394687
10,36,0.393043,-0.000000,0.393043
10,37,0.390954,0.000000,0.390954
10,38,0.388398,-0.000000,0.388398
10,39,0.385348,0.000000,0.385348
10,40,0.381771,-0.000000,0.381771
10,41,0.377632,0.000000,0.377632
10,42,0.372889,-0.000000,0.372889
10,43,0.367499,0.000000,0.367499
10,44,0.361411,-0.000000,0.361411
10,45,0.354571,0.000000,0.354571
10,46,0.346921,-0.000000,0.346921
10,47,0.338399,0.000000,0.338399
10,48,0.328937,-0.000000,0.328937
10,49,0.318464,0.000000,0.318464
10,50,0.306907,-0.000000,0.306907
10,51,0.294185,0.000000,0.294185
10,52,0.280216,-0.000000,0.280216
10,53,0.264914,0.000000,0.264914
10,54,0.248191,-0.000000,0.248191
10,55,0.229952,0.000000,0.229952
10,56,0.210103,-0.000000,0.210103
10,57,0.188546,0.000000,0.188546
10,58,0.165179,-0.000000,0.165179
10,59,0.139901,0.000000,0.139901
10,60,0.112608,-0.000000,0.112608
10,61,0.083192,0.000000,0.083192
10,62,0.051546,-0.000000,0.051546
10,63,0.017564,0.000000,0.017564
11,0,0.017564,-0.000000,0.017564
11,1,0.051546,0.000000,0.051546
11,2,0.083192,-0.000000,0.083192
11,3,0.112608,0.000000,0.112608
11,4,0.139901,-0.000000,0.139901
11,5,0.165179,0.000000,0.165179
11,6,0.188546,-0.000000,0.188546
